# source, target, weight, time
1,18747,1,1229961748
1,16535,1,1229962307
1,16589,1,1140413350
1,17407,1,1178839818
1,16529,1,1210187191
1,17921,1,1179745619
1,17410,1,1173213826
1,22899,1,1173213531
1,16529,1,1156772304
1,23780,1,1137344130
1,17391,1,1137344104
1,16589,1,1137344120
1,23788,1,1137344174
1,19129,1,1137344133
1,19066,1,1139784387
1,16529,1,1195325523
1,16529,1,1226969686
1,19130,1,1163105080
1,16589,1,1185925357
1,16529,1,1186175869
1,18255,1,1186604419
1,19636,1,1213605385
1,18027,1,1187048768
1,16589,1,1187048581
1,18255,1,1190815128
1,18232,1,1187078778
1,18628,1,1161195279
1,16589,1,1161199618
1,18255,1,1187634365
1,18011,1,1142372342
1,18258,1,1187878371
1,16529,1,1187954030
1,17819,1,1187958693
1,18027,1,1176863957
1,17921,1,1177126060
1,18055,1,1176822637
1,17526,1,1176822549
1,17527,1,1176822606
1,16589,1,1188089129
1,19237,1,1191223950
1,18027,1,1188332616
2,16529,1,1188263867
2,16623,1,1160652719
2,16720,1,1160653483
2,16721,1,1160654269
2,16857,1,1172812063
2,16865,1,1195154384
2,16867,1,1160654404
2,16885,1,1160653346
2,16912,1,1163483619
2,17035,1,1193548116
2,17157,1,1195727931
2,17379,1,1160653083
2,17499,1,1208398854
2,17551,1,1163483500
2,18039,1,1188822793
2,17527,1,1175094543
2,16867,1,1163443656
2,16529,1,1153651738
2,17551,1,1164735504
2,16720,1,1140391100
2,16742,1,1140391345
2,16961,1,1140391134
2,16885,1,1217887450
2,17551,1,1164617712
2,17527,1,1158855998
2,16742,1,1224542186
2,16783,1,1194018570
2,20358,1,1217776933
2,20410,1,1223804349
2,20602,1,1229007623
2,17527,1,1167419490
2,17527,1,1160540792
2,18103,1,1166648529
2,20959,1,1166649079
2,18103,1,1226230466
2,18039,1,1194237756
2,17095,1,1139693203
2,18103,1,1137350756
2,19652,1,1137351380
2,16740,1,1137350942
2,17095,1,1137349985
2,18103,1,1196131319
2,19652,1,1196199664
2,18103,1,1138324324
2,16740,1,1162872264
2,19225,1,1152638786
2,17527,1,1163802645
2,21784,1,1141411682
2,17864,1,1191806635
2,16961,1,1154154711
2,17363,1,1174081409
2,17551,1,1163915187
2,17989,1,1213817130
2,16740,1,1138395331
2,17527,1,1144941705
2,17095,1,1223967610
2,17379,1,1199227302
2,18215,1,1183287969
2,18355,1,1223908308
2,18103,1,1177808488
2,18846,1,1177801998
2,20959,1,1177849463
2,18966,1,1177796233
2,22822,1,1177796090
2,22833,1,1177802741
2,16772,1,1183930904
2,17527,1,1144691948
2,19265,1,1215527804
2,18112,1,1179479970
2,16740,1,1210911947
2,16912,1,1179482592
2,23011,1,1213597398
2,18215,1,1179479769
2,17410,1,1182335880
2,20619,1,1216157024
2,22266,1,1212093854
2,19061,1,1217446097
2,17095,1,1147450177
2,17527,1,1167548835
2,17379,1,1179636498
2,17527,1,1145937507
2,16783,1,1225936330
2,17527,1,1164679903
2,17551,1,1165996960
2,17176,1,1143434851
2,18799,1,1228450839
2,17527,1,1161542429
2,17206,1,1138981333
2,19519,1,1171941463
2,18355,1,1227076119
2,17527,1,1153362340
2,17095,1,1216349588
2,17176,1,1186518534
2,17379,1,1183691140
2,17551,1,1213751133
2,18103,1,1219264079
2,18355,1,1227622753
2,16740,1,1137765503
2,16783,1,1153746808
2,18679,1,1153747186
2,16783,1,1154083888
2,19224,1,1229140863
2,16783,1,1154127340
2,16783,1,1208721955
2,17492,1,1228616805
2,17551,1,1181694156
2,16783,1,1182528110
2,16961,1,1182527782
2,18215,1,1182527634
2,18103,1,1211731160
2,17492,1,1142529760
2,16885,1,1210781224
2,18112,1,1195331167
2,16529,1,1195325530
2,16772,1,1161029711
2,16912,1,1161029728
2,19599,1,1227705750
2,16589,1,1187207470
2,17527,1,1176822614
2,17551,1,1176822459
3,16530,1,1188263835
3,18248,1,1203867534
3,17821,1,1187336379
4,16530,1,1188263835
5,16530,1,1188263835
6,16531,1,1188263755
6,16584,1,1188265375
6,16587,1,1188275084
6,17750,1,1188320722
6,17753,1,1188320699
6,17096,1,1188321520
6,16612,1,1215515024
6,17771,1,1215514950
6,16754,1,1154468855
6,16913,1,1188570364
6,17995,1,1162687374
6,17717,1,1188751668
6,17767,1,1189016172
6,17728,1,1189086212
6,18306,1,1162969147
6,17829,1,1189135566
6,18306,1,1163101263
6,16646,1,1163101220
6,18326,1,1163101268
6,17771,1,1163100943
6,17767,1,1189505958
6,16754,1,1216311907
6,16913,1,1189546448
6,16531,1,1189546432
6,16587,1,1189546544
6,16701,1,1140391483
6,16754,1,1139645563
6,17481,1,1217192342
6,18238,1,1164372427
6,17483,1,1164371777
6,18301,1,1164883899
6,17022,1,1164057116
6,18216,1,1137253698
6,17396,1,1137254367
6,17772,1,1137530562
6,17995,1,1137533319
6,17995,1,1138355556
6,16698,1,1138412287
6,16776,1,1138412165
6,18238,1,1138412265
6,18306,1,1138468928
6,17770,1,1138469309
6,16646,1,1138468940
6,18326,1,1138469301
6,17771,1,1138469241
6,18361,1,1138468889
6,17995,1,1138468047
6,16564,1,1138469001
6,20215,1,1138468143
6,20216,1,1138469635
6,20217,1,1138468525
6,18160,1,1138468265
6,16896,1,1138469026
6,18854,1,1138469254
6,16917,1,1138468859
6,16569,1,1138468897
6,17072,1,1138468846
6,17162,1,1138469397
6,17243,1,1138469358
6,16587,1,1138469383
6,18320,1,1138528191
6,19170,1,1138528219
6,16569,1,1139499221
6,21022,1,1139500230
6,18458,1,1138620521
6,17403,1,1138729883
6,17479,1,1139354593
6,20059,1,1139354897
6,17481,1,1140392016
6,17483,1,1138667475
6,21036,1,1138731264
6,16937,1,1171137207
6,17772,1,1139454973
6,19117,1,1168125025
6,21273,1,1139526922
6,16719,1,1139522299
6,18301,1,1139588274
6,16646,1,1139588170
6,18024,1,1139589516
6,18809,1,1139588658
6,17771,1,1139588303
6,18329,1,1139588861
6,16790,1,1139588878
6,16564,1,1139588482
6,17022,1,1139589029
6,18613,1,1139682192
6,18238,1,1137982628
6,18306,1,1139969861
6,16661,1,1139770003
6,16698,1,1140149247
6,17728,1,1139770096
6,18361,1,1139768214
6,17047,1,1139769979
6,17145,1,1140374905
6,17231,1,1139769847
6,18458,1,1140065567
6,16588,1,1139969974
6,18227,1,1139769878
6,18238,1,1139769796
6,19580,1,1141619380
6,21440,1,1140311340
6,16776,1,1140552959
6,18139,1,1140559480
6,17764,1,1140559904
6,18005,1,1209853773
6,17588,1,1209853764
6,19582,1,1210400453
6,17526,1,1207464649
6,17483,1,1137602782
6,17771,1,1169932903
6,18329,1,1169945064
6,21696,1,1208533011
6,17771,1,1140201980
6,17682,1,1139069742
6,18139,1,1139590831
6,17395,1,1139076751
6,16609,1,1139901185
6,16719,1,1223968046
6,17481,1,1138048948
6,22161,1,1140562217
6,16646,1,1143127333
6,17582,1,1184397056
6,19580,1,1172472153
6,16719,1,1172473341
6,17995,1,1172472280
6,17072,1,1172472739
6,17243,1,1172472210
6,16612,1,1167680822
6,16698,1,1167681237
6,16754,1,1167680825
6,18436,1,1144571120
6,16571,1,1173047968
6,18306,1,1144847262
6,16543,1,1174344183
6,17483,1,1138797348
6,18436,1,1146094252
6,16564,1,1225243721
6,17588,1,1225242824
6,17764,1,1147114976
6,16698,1,1140381795
6,18436,1,1147449579
6,18306,1,1147410817
6,16646,1,1147449817
6,18326,1,1147410807
6,16661,1,1147410773
6,16698,1,1147450712
6,18139,1,1147449814
6,17922,1,1147411631
6,17764,1,1147408934
6,18458,1,1147450359
6,18238,1,1147409808
6,17483,1,1147412308
6,22583,1,1177852181
6,23150,1,1177852121
6,18446,1,1177852277
6,16609,1,1148757522
6,20863,1,1150139549
6,20863,1,1140446398
6,18327,1,1140446869
6,18438,1,1140446122
6,18167,1,1140447634
6,16569,1,1140446833
6,19003,1,1144816048
6,17243,1,1140447747
6,18227,1,1140446471
6,17515,1,1140446305
6,18866,1,1150853820
6,17481,1,1151330651
6,16621,1,1179751265
6,23318,1,1230588724
6,18326,1,1151025738
6,17770,1,1151388289
6,17771,1,1151687741
6,16811,1,1151687084
6,16592,1,1139711095
6,18301,1,1139711045
6,18436,1,1139711070
6,16612,1,1139711084
6,21443,1,1139711105
6,19613,1,1139711120
6,16635,1,1139711175
6,16698,1,1139711264
6,17995,1,1152311217
6,16946,1,1228122014
6,18005,1,1228122323
6,17588,1,1228122309
6,16634,1,1161647602
6,20863,1,1166376090
6,17047,1,1183574577
6,17145,1,1183160517
6,16587,1,1213750338
6,21273,1,1183690983
6,17396,1,1184638882
6,17538,1,1218259088
6,16621,1,1180825576
6,16661,1,1180629780
6,18116,1,1180822176
6,18438,1,1180833628
6,16917,1,1180826035
6,17047,1,1180630153
6,17207,1,1180822249
6,18458,1,1180824595
6,18237,1,1180630142
6,18238,1,1180630291
6,17526,1,1180630268
6,16625,1,1137316063
6,18306,1,1137316525
6,18866,1,1137318314
6,18326,1,1137316484
6,16661,1,1137317671
6,17771,1,1137316594
6,17682,1,1137314635
6,16807,1,1137600841
6,16811,1,1137318999
6,18361,1,1137319007
6,17995,1,1137319006
6,16822,1,1137315111
6,16946,1,1137315179
6,17076,1,1137315575
6,23179,1,1137318734
6,17156,1,1137318733
6,23490,1,1137318825
6,17291,1,1137315553
6,16572,1,1137317222
6,19593,1,1137315486
6,18238,1,1137315291
6,17481,1,1137317527
6,17483,1,1137315609
6,21524,1,1138034737
6,19119,1,1137600120
6,16621,1,1154073892
6,16655,1,1154073717
6,18116,1,1154073922
6,16723,1,1154073948
6,16823,1,1154073087
6,16902,1,1154072593
6,16951,1,1154074249
6,17149,1,1154072882
6,18199,1,1154072969
6,17193,1,1154073356
6,17207,1,1154072926
6,17231,1,1154073159
6,17316,1,1154073986
6,18682,1,1154074597
6,18232,1,1154074635
6,18237,1,1154073669
6,16811,1,1140901754
6,18116,1,1208669179
6,17243,1,1208668039
6,16546,1,1208717250
6,17922,1,1139121243
6,18458,1,1138023779
6,19516,1,1139121175
6,18361,1,1182526998
6,21775,1,1155611492
6,18227,1,1186550794
6,17769,1,1209448764
6,18306,1,1209448747
6,18299,1,1209448837
6,17772,1,1209448754
6,17100,1,1209448761
6,17173,1,1209448863
6,17234,1,1209448875
6,17717,1,1209448910
6,18458,1,1209448846
6,18460,1,1209448832
6,22728,1,1209448893
6,18238,1,1209448706
6,16543,1,1209448700
6,17479,1,1209138408
6,16621,1,1137501619
6,18866,1,1137502588
6,16646,1,1137502719
6,18326,1,1137502950
6,16698,1,1137502488
6,18320,1,1137503287
6,18116,1,1137503483
6,16719,1,1137503384
6,16722,1,1137503029
6,18014,1,1137503221
6,16723,1,1137503449
6,19119,1,1137503062
6,16725,1,1137503096
6,18256,1,1137501406
6,19170,1,1137500926
6,17231,1,1137500346
6,16533,1,1137500617
6,18326,1,1156927576
6,18769,1,1210187244
6,19003,1,1173213898
6,17588,1,1210657798
6,16822,1,1141142169
6,18320,1,1137992360
6,16569,1,1139201172
6,17481,1,1146663985
6,16612,1,1212775913
6,21123,1,1212855809
6,18306,1,1160050497
6,16776,1,1160050674
6,17728,1,1185874622
6,16533,1,1185874787
6,17819,1,1185949155
6,18238,1,1160247847
6,16546,1,1186414603
6,16584,1,1186505208
6,16698,1,1160524051
6,18237,1,1186530398
6,19096,1,1186673486
6,17728,1,1186684119
6,17091,1,1186691185
6,18237,1,1186691157
6,17728,1,1186759809
6,17923,1,1186759877
6,18199,1,1186759815
6,16555,1,1186953614
6,16533,1,1186953594
6,19582,1,1186959104
6,19096,1,1186959133
6,18232,1,1187078776
6,19002,1,1216342514
6,16543,1,1216342476
6,20217,1,1187142754
6,17826,1,1187142767
6,17377,1,1187142737
6,18458,1,1161020049
6,16612,1,1161198856
6,17771,1,1161198890
6,16698,1,1161198558
6,16754,1,1161198844
6,16776,1,1161198720
6,16811,1,1161198911
6,18361,1,1161198745
6,17995,1,1161198899
6,18139,1,1161198783
6,17922,1,1161198670
6,20217,1,1161199125
6,18160,1,1161199114
6,16569,1,1161198804
6,21022,1,1161199103
6,17403,1,1161199064
6,17479,1,1161199035
6,17856,1,1187405491
6,16584,1,1187405334
6,17829,1,1187405382
6,19582,1,1187412073
6,16612,1,1161289836
6,17769,1,1161289620
6,16646,1,1161289787
6,18809,1,1161289921
6,16698,1,1161290133
6,17829,1,1187526995
6,19582,1,1187537395
6,16584,1,1187537245
6,17829,1,1187537490
6,17753,1,1187537634
6,16531,1,1187627108
6,16533,1,1187627127
6,17717,1,1187655015
6,17753,1,1187709509
6,17990,1,1187711372
6,17750,1,1187882136
6,16587,1,1187904184
6,16531,1,1187924758
6,16546,1,1187954087
6,17819,1,1187958693
6,16587,1,1188072028
6,17909,1,1188135021
6,16546,1,1188135000
6,16548,1,1188135058
6,18445,1,1188135045
6,20084,1,1162910282
6,17396,1,1188170220
6,17538,1,1188171931
6,17096,1,1188832312
7,16531,1,1188263756
7,16592,1,1140403870
7,18227,1,1138744231
7,16543,1,1201820752
7,16543,1,1201820829
7,18417,1,1231008679
7,18417,1,1227622795
7,18672,1,1207766891
7,16531,1,1207766927
7,18000,1,1207766934
7,18166,1,1207767018
7,18674,1,1207766937
7,18675,1,1207766914
7,18676,1,1207766912
7,16949,1,1207767029
7,16965,1,1207766887
7,18179,1,1207767000
7,17028,1,1207766897
7,18180,1,1207767034
7,18677,1,1207766982
7,18510,1,1207767039
7,21142,1,1207766909
7,18204,1,1207767025
7,18205,1,1207767022
7,18528,1,1207766995
7,18680,1,1207767032
7,16543,1,1207766970
7,16592,1,1137174983
7,16791,1,1137175094
7,16965,1,1137175273
7,18205,1,1137175322
7,16531,1,1188256370
8,16532,1,1188263880
8,17045,1,1188726641
8,18244,1,1191265667
8,16711,1,1140402035
8,17815,1,1185760844
8,17815,1,1138137597
8,16739,1,1138031675
8,19683,1,1138031814
8,16590,1,1138031824
8,18447,1,1138031941
8,18507,1,1138032315
8,18257,1,1138032428
8,18208,1,1138039279
8,20439,1,1197129505
8,16652,1,1142707965
8,16739,1,1142342522
8,16532,1,1142708002
8,17031,1,1142708015
8,20801,1,1142342566
8,19526,1,1142342542
8,21032,1,1179869161
8,19337,1,1188258162
8,18507,1,1140121572
8,17533,1,1152638850
8,18507,1,1137346590
8,16739,1,1166477492
8,16772,1,1166028090
8,21287,1,1137176258
8,19683,1,1164510089
8,17815,1,1206517601
8,16711,1,1192170727
8,16532,1,1188710521
8,18507,1,1193597829
8,17155,1,1216301163
8,17367,1,1180092838
8,16573,1,1184413556
8,18486,1,1180093166
8,18244,1,1180092840
8,17533,1,1154321973
8,23099,1,1214768940
8,16532,1,1147409284
8,18507,1,1147409285
8,23274,1,1193935185
8,17395,1,1161646360
8,22757,1,1181961332
8,16910,1,1153871771
8,16573,1,1142740701
8,17523,1,1140576613
8,19683,1,1182527768
8,23198,1,1182898145
8,18513,1,1226663229
8,17045,1,1190815038
8,17045,1,1188180350
8,16772,1,1137176246
8,16910,1,1137176257
8,18507,1,1137176434
8,17155,1,1137179266
8,17176,1,1137179078
9,16532,1,1188263880
9,18116,1,1194377185
9,18116,1,1170458968
9,18392,1,1154154668
9,18116,1,1226115390
9,18392,1,1146188199
9,18237,1,1186505185
9,16532,1,1188236243
9,18116,1,1162098757
10,16533,1,1188263801
10,18983,1,1206339681
10,17334,1,1201242333
10,20153,1,1143936699
10,17091,1,1139455425
10,16946,1,1173640486
10,16625,1,1171829892
10,18764,1,1225583782
10,17334,1,1155007182
10,18664,1,1189529763
10,18036,1,1199407549
10,23445,1,1230903749
10,18036,1,1204931820
10,20138,1,1195323049
10,16533,1,1186627438
10,16533,1,1215553886
10,16533,1,1188256374
11,16533,1,1188263801
11,19556,1,1225191004
11,18670,1,1221226948
11,21288,1,1221227114
11,21257,1,1221226915
11,20401,1,1221228109
11,20665,1,1221226965
11,20665,1,1222676405
11,21257,1,1183047915
11,21829,1,1169274414
11,20452,1,1169274547
11,20665,1,1220228784
11,18670,1,1152033223
11,18617,1,1221430316
11,21288,1,1152044569
11,21289,1,1221430294
11,21257,1,1152033325
11,21340,1,1152033534
11,18189,1,1152033551
11,22942,1,1228442962
11,21829,1,1152033543
11,19003,1,1221430254
11,20401,1,1152051402
11,20452,1,1152033564
11,23385,1,1224118075
11,19556,1,1225324918
11,16533,1,1186627438
12,16533,1,1188263801
12,18088,1,1137527324
12,16625,1,1137524524
12,18216,1,1137525476
12,16533,1,1137525481
12,18216,1,1163100657
12,18088,1,1216105635
12,16625,1,1216105663
12,16704,1,1216105653
12,16554,1,1216105615
12,18341,1,1216105632
12,16704,1,1137876441
12,18380,1,1163906299
12,16625,1,1163444887
12,16704,1,1163444912
12,16533,1,1163445116
12,16625,1,1140391827
12,16625,1,1213035083
12,16625,1,1137656328
12,18216,1,1138041288
12,18216,1,1167846128
12,16625,1,1139454597
12,18216,1,1139456864
12,16533,1,1139456871
12,16625,1,1139770286
12,18216,1,1139970012
12,16533,1,1139970024
12,18380,1,1196201059
12,16625,1,1171829892
12,18088,1,1141545675
12,18380,1,1141545760
12,16625,1,1141545768
12,16704,1,1141545857
12,16554,1,1141545836
12,18216,1,1142414664
12,18216,1,1171176831
12,16533,1,1171176848
12,16554,1,1140387454
12,16533,1,1164052972
12,18088,1,1145545377
12,18380,1,1145545385
12,16625,1,1145545367
12,16704,1,1145545373
12,16554,1,1145545379
12,18216,1,1145545370
12,16533,1,1145545182
12,16704,1,1146175998
12,18088,1,1149391871
12,18380,1,1149391309
12,16625,1,1149390928
12,16704,1,1149390608
12,16554,1,1140407166
12,18318,1,1161649122
12,16625,1,1153362321
12,18341,1,1219713165
12,18340,1,1176683346
12,16625,1,1140901772
12,16704,1,1140901774
12,16533,1,1140902020
12,16625,1,1159189403
12,16625,1,1137100988
12,18216,1,1160005446
12,18380,1,1161196012
12,16625,1,1161139168
12,16625,1,1161289609
12,16625,1,1187569731
12,16533,1,1187696129
13,16534,1,1205081506
13,17705,1,1173525910
13,17853,1,1162539594
13,18063,1,1164569762
13,18249,1,1217248261
13,18948,1,1217225753
13,17853,1,1164885093
13,19569,1,1230086876
13,20065,1,1217088415
13,16596,1,1210555409
13,16628,1,1188090369
13,16655,1,1154233521
13,18104,1,1188685721
13,18307,1,1160980542
13,18112,1,1160980583
13,16721,1,1154485301
13,18613,1,1154062892
13,16817,1,1154233461
13,16885,1,1160980763
13,16896,1,1160980887
13,16934,1,1154233508
13,16946,1,1160980846
13,16977,1,1162914826
13,18177,1,1160449499
13,17022,1,1210555422
13,21047,1,1188090659
13,17088,1,1159675975
13,18192,1,1162914312
13,17139,1,1154233293
13,17821,1,1195879268
13,18393,1,1195879319
13,17163,1,1154485443
13,21049,1,1188090452
13,17191,1,1162914376
13,17201,1,1160980901
13,17216,1,1162914163
13,18333,1,1159676040
13,17452,1,1154062804
13,17719,1,1160980791
13,17679,1,1159675718
13,17779,1,1188090279
13,17503,1,1188090644
13,17526,1,1163365514
13,17527,1,1154062843
13,20061,1,1154283249
13,17760,1,1154063001
13,18405,1,1159730100
13,17542,1,1159729969
13,17810,1,1159730065
13,21053,1,1160981064
13,17551,1,1162914148
13,17853,1,1161156470
13,17565,1,1188090974
13,18340,1,1188090190
13,18474,1,1168554459
13,21317,1,1194802885
13,21775,1,1185509496
13,16603,1,1209643242
13,18095,1,1192559822
13,18104,1,1197312097
13,18494,1,1206555806
13,19693,1,1208207276
13,18499,1,1190951862
13,18506,1,1200426117
13,18283,1,1210345716
13,21816,1,1187217074
13,18450,1,1183665461
13,21022,1,1205721075
13,21257,1,1183048189
13,17061,1,1187217829
13,17708,1,1211910226
13,21139,1,1176526424
13,21838,1,1204049201
13,16528,1,1202678021
13,18728,1,1201609839
13,18574,1,1219936653
13,17244,1,1172181421
13,21878,1,1215567970
13,21887,1,1201993801
13,19598,1,1189644863
13,21892,1,1199924950
13,18537,1,1174225534
13,20597,1,1190601662
13,17518,1,1219936452
13,17526,1,1176641611
13,17758,1,1198090137
13,20060,1,1168637499
13,17551,1,1163116590
13,18983,1,1175429932
13,17853,1,1160886359
13,20071,1,1190594907
13,20712,1,1181363880
13,17597,1,1213802932
13,17989,1,1213816595
13,17634,1,1209602418
13,21499,1,1213766199
13,17551,1,1165936487
13,20072,1,1172251905
13,21053,1,1169665022
13,19241,1,1204782171
13,21064,1,1219791783
13,16748,1,1219792175
13,23295,1,1145301452
13,18020,1,1155770453
13,18048,1,1145302481
13,16897,1,1145386670
13,17766,1,1155770418
13,23298,1,1217261403
13,18966,1,1217261518
13,19005,1,1162228139
13,20345,1,1145041012
13,22252,1,1147715009
13,20352,1,1145041611
13,23300,1,1217260563
13,20359,1,1162228121
13,19867,1,1217261477
13,17192,1,1145041432
13,18368,1,1147820141
13,20374,1,1174490215
13,17709,1,1177966609
13,23301,1,1217261240
13,19888,1,1145040922
13,17710,1,1145301200
13,19894,1,1169504494
13,19895,1,1180730067
13,19900,1,1145893273
13,20391,1,1145041429
13,19915,1,1145653599
13,17244,1,1145040968
13,23302,1,1146762632
13,18370,1,1150738004
13,18702,1,1147907582
13,18371,1,1147288385
13,17275,1,1145893208
13,21159,1,1217261457
13,20416,1,1145041492
13,22387,1,1174490743
13,19961,1,1217261557
13,23303,1,1146762350
13,20441,1,1145040988
13,18525,1,1147715126
13,23304,1,1169504549
13,18050,1,1145302118
13,19198,1,1147820168
13,18051,1,1149021264
13,18972,1,1149021288
13,17705,1,1150738082
13,17407,1,1149021332
13,20009,1,1145041437
13,19138,1,1202254663
13,18233,1,1145040960
13,23306,1,1145041475
13,17446,1,1217261364
13,17450,1,1162228058
13,20554,1,1146591437
13,17459,1,1145040930
13,17465,1,1177966813
13,18742,1,1147715049
13,23307,1,1169505100
13,20573,1,1169505082
13,23309,1,1150737971
13,17478,1,1149021315
13,20581,1,1179251654
13,18833,1,1145040994
13,20032,1,1145041462
13,18571,1,1179251586
13,18011,1,1147820136
13,18337,1,1145040910
13,17495,1,1164838301
13,17498,1,1164838242
13,17503,1,1177966709
13,19220,1,1170359883
13,20957,1,1179251620
13,18981,1,1174490321
13,19055,1,1199838238
13,19081,1,1165363827
13,17526,1,1147288538
13,17527,1,1160417161
13,18058,1,1179251423
13,17528,1,1165363932
13,17758,1,1174490290
13,20060,1,1164837743
13,17531,1,1170360016
13,20040,1,1169504878
13,17759,1,1177966794
13,17760,1,1163448338
13,20613,1,1166644987
13,17810,1,1162927530
13,20063,1,1170359019
13,20065,1,1162928986
13,18063,1,1162929017
13,18683,1,1202255281
13,17551,1,1164838013
13,18983,1,1169072955
13,17853,1,1160417014
13,19568,1,1179251015
13,17553,1,1166644969
13,19233,1,1164837997
13,19237,1,1165363854
13,18410,1,1179251372
13,18474,1,1166645003
13,18946,1,1169504430
13,19122,1,1185405955
13,20072,1,1170801497
13,20073,1,1179251409
13,18261,1,1199838119
13,23310,1,1213050429
13,17565,1,1179251044
13,17567,1,1179251274
13,18083,1,1215546894
13,17570,1,1179251495
13,19245,1,1177093544
13,18595,1,1179251174
13,18065,1,1199838608
13,19248,1,1185405932
13,18564,1,1202256236
13,18339,1,1199837277
13,20649,1,1215546431
13,16534,1,1199837144
13,17597,1,1199838187
13,18068,1,1199837100
13,20100,1,1206560224
13,18249,1,1199838054
13,17601,1,1199837870
13,17602,1,1199838126
13,20655,1,1213050049
13,17604,1,1199837163
13,20951,1,1213050035
13,21415,1,1213050040
13,17989,1,1199837888
13,17621,1,1217260131
13,17627,1,1213050413
13,17652,1,1219792029
13,17216,1,1184638983
13,21273,1,1183691003
13,17503,1,1213751659
13,17551,1,1213751148
13,17557,1,1186776213
13,20619,1,1184986595
13,21604,1,1218410386
13,18564,1,1219702453
13,20655,1,1221625408
13,20374,1,1176159842
13,20072,1,1198563949
13,17551,1,1163385396
13,23303,1,1206819503
13,17652,1,1220131942
13,17191,1,1208668076
13,18488,1,1194268575
13,16596,1,1193851007
13,19605,1,1191844461
13,16599,1,1179748199
13,16536,1,1179748609
13,19611,1,1179748856
13,21913,1,1183640776
13,18382,1,1179748105
13,18093,1,1179745946
13,18848,1,1194268587
13,18306,1,1179748522
13,18699,1,1183640728
13,18096,1,1185288867
13,16657,1,1179748463
13,18102,1,1204641752
13,18437,1,1185566282
13,18299,1,1179749104
13,18384,1,1179748274
13,16546,1,1188403230
13,16753,1,1179748294
13,19582,1,1208863246
13,16553,1,1179746094
13,18441,1,1179748014
13,16787,1,1179747794
13,16812,1,1179746587
13,23109,1,1230087756
13,18444,1,1179748603
13,16864,1,1200686689
13,20212,1,1230087348
13,19728,1,1179748254
13,18499,1,1179747634
